DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,Label
114.373,83.454,99.764,1.102,2.612,1.102,101.554,1.421,-1.396,0
70.952,77.655,63.504,29.506,2.213,29.506,80.146,2.733,-1.412,0
150.326,75.478,110.757,33.821,2.623,30.142,250.828,0.828,-1.343,1
144.533,49.944,112.152,22.689,2.953,19.86,145.53,1.415,-1.384,0
138.635,6.473,67.44,133.178,3.075,23.596,178.315,2.109,0.006,1
89.703,80.007,61.91,53.246,2.948,6.81,114.937,1.66,1.402,0
241.031,32.201,190.311,73.345,3.94,24.688,169.442,4.272,-1.414,0
109.242,46.173,82.094,121.745,1.527,57.439,341.907,0.431,0.494,0
104.82,23.068,50.007,119.421,1.72,1.785,208.793,0.904,1.333,1
133.522,66.879,79.311,0.505,3.205,0.505,72.959,1.944,-1.352,1
152.828,28.258,106.609,24.131,3.123,24.131,106.286,1.381,1.414,1
80.851,28.991,57.97,57.759,1.789,9.153,136.373,0.745,0.679,0
140.673,53.985,93.717,29.71,2.876,29.71,91.626,0.957,1.368,1
137.908,29.076,95.815,82.615,2.141,24.326,193.569,0.541,1.414,1
131.016,57.39,98.356,34.877,2.917,24.044,193.851,2.385,-1.322,1
82.877,12.028,50.602,127.66,1.244,1.603,208.268,1.116,1.385,0
66.83,49.359,51.326,40.615,1.568,66.668,209.524,0.665,-0.681,0
140.044,34.235,104.094,164.937,1.404,27.643,317.894,1.166,1.413,1
112.406,88.412,115.799,45.857,2.59,45.857,104.972,2.326,-1.405,0
102.639,7.289,71.439,26.883,2.8,6.64,103.003,1.104,1.333,1
107.597,43.41,81.504,4.367,2.696,4.367,83.506,0.876,-1.414,1
142.906,19.386,99.53,31.376,2.789,2.474,131.537,0.933,1.4,1
122.163,64.848,86.709,22.872,2.994,46.344,114.004,1.266,1.302,0
81.237,39.761,54.918,98.668,1.641,52.317,111.657,1.687,0.152,0
104.615,55.722,77.455,38.922,2.838,4.787,125.633,2.261,1.409,0
112.406,89.588,54.964,9.847,1.987,9.847,72.111,2.494,-1.367,0
112.406,93.592,58.452,0.187,2.055,70.707,143.21,2.284,-1.316,0
123.448,39.606,86.482,115.481,1.891,29.795,209.177,1.478,0.294,0
338.622,0.855,290.378,105.61,4.076,22.624,314.115,3.702,1.318,0
111.843,37.511,77.898,25.814,2.602,64.327,429.22,1.401,-1.389,0
580.376,170.6,403.918,56.231,3.314,56.231,340.542,1.167,1.414,0
85.213,21.264,37.593,116.79,1.523,22.772,210.782,0.928,1.354,1
139.032,20.359,96.082,124.208,1.778,58.532,175.547,0.849,1.378,1
126.204,8.975,68.476,195.253,1.39,1.095,301.987,1.481,1.104,1
79.223,8.276,47.27,128.131,1.188,33.671,171.037,0.891,1.414,0
68.212,59.212,57.212,80.788,1.343,2.903,166.88,2.379,-0.007,0
65.094,43.345,60.854,22.627,2.436,22.627,50.895,1.087,-1.227,0
89.743,53.258,66.169,47.086,2.087,35.8,182.179,0.792,-0.309,1
83.298,48.545,54.9,75.675,1.732,54.728,197.729,0.795,0.95,0
115.056,26.964,57.155,184.407,1.239,25.285,298.263,0.423,1.403,1
121.869,6.939,86.906,59.15,2.172,7.662,154.945,0.859,1.213,0
192.314,93.446,108.72,47.709,2.813,4.891,153.341,1.28,1.327,0
112.406,95.827,46.127,23.864,1.345,23.864,64.681,0.699,-0.407,0
291.179,24.581,208.209,94.245,4.209,27.118,204.9,4.018,-1.384,0
145.176,82.004,76.797,32.553,3.035,6.647,93.969,1.571,-0.811,0
153.459,77.982,96.853,57.713,2.803,26.547,212.741,3.069,1.399,0
119.423,47.312,65.992,135.423,1.544,30.218,235.234,0.887,1.398,1
120.492,8.452,76.613,88.507,1.96,2.028,197.583,1.033,1.169,1
99.375,40.531,67.758,29.972,2.695,29.972,60.784,1.067,1.123,0
108.037,70.322,80.106,2.145,2.773,2.145,78.692,1.654,-1.358,0
92.211,8.553,56.424,31.717,2.826,3.093,87.404,0.985,1.348,0
143.347,12.925,82.911,229.938,1.671,14.058,340.434,3.925,1.349,1
126.851,67.936,102.962,4.107,2.842,4.107,81.848,1.355,-1.397,0
178.918,21.473,122.072,28.544,3.49,28.544,94.65,0.616,1.414,0
121.644,47.796,81.389,22.612,2.887,22.612,80.889,1.006,1.364,1
78.06,56.741,61.499,26.546,1.953,26.546,68.247,1.345,-1.302,0
112.406,73.369,146.537,132.223,2.564,37.481,354.965,1.918,-0.743,0
112.406,80.272,80.959,7.415,2.002,7.415,96.674,0.728,-1.389,1
123.421,21.193,88.838,0.976,3.042,0.976,88.939,1.025,-1.414,1
104.524,3.756,61.368,50.609,2.406,3.545,169.714,1.004,0.812,0
157.578,18.245,84.456,136.306,1.813,65.981,360.859,0.457,1.294,1
112.406,106.498,87.221,8.133,2.383,8.133,96.659,1.691,-1.355,0
52.944,92.953,47.886,25.246,1.344,7.332,108.71,1.942,-1.22,0
327.255,113.051,169.293,24.206,3.67,24.206,118.002,2.964,-0.374,0
172.646,17.966,101.978,59.816,3.062,17.669,134.71,1.039,0.186,1
112.406,107.973,47.09,32.326,1.396,32.326,68.855,1.014,-1.414,0
145.437,22.865,104.553,91.124,2.064,3.212,377.393,0.891,1.39,1
137.991,55.838,81.17,1.101,3.47,57.87,120.078,1.82,-1.331,0
67.622,62.516,46.531,270.879,0.542,6.371,598.357,2.717,0.588,0
97.11,49.857,70.338,12.47,3.145,46.896,117.762,1.99,1.413,0
164.079,59.49,95.185,78.522,3.056,1.004,194.291,0.468,1.413,1
110.08,49.401,73.952,44.255,3.009,33.066,278.356,0.618,1.412,0
106.578,13.078,69.69,44.34,2.793,2.947,104.276,1.288,1.341,0
153.936,99.186,77.39,22.478,2.988,22.478,88.133,3.341,-1.401,0
122.358,56.376,95.881,16.514,2.859,16.514,71.941,0.88,-1.383,0
132.22,36.876,101.813,3.248,3.208,3.248,84.055,1.03,-1.413,1
225.958,43.74,151.405,73.046,3.278,44.58,118.098,1.29,-0.774,0
107.525,56.822,79.845,23.431,2.992,23.431,77.23,1.027,1.31,1
112.406,73.725,91.445,25.337,2.837,25.337,47.997,1.274,-0.623,0
158.22,35.712,110.963,45.679,2.753,22.672,202.794,0.973,1.413,1
112.406,66.498,71.11,3.983,2.34,3.983,51.866,1.053,-1.403,0
81.413,22.181,60.687,130.782,1.064,26.885,248.393,0.691,0.096,0
139.881,8.451,100.078,54.05,2.562,4.031,234.848,0.4,-0.93,1
111.692,20.862,77.193,37.701,2.729,0.574,110.612,0.57,1.412,1
56.317,62.399,43.042,11.731,1.775,45.052,89.259,1.627,-1.279,0
92.796,56.254,51.584,33.718,2.432,4.904,95.694,1.758,1.177,1
110.922,79.06,85.817,34.608,2.684,0.533,110.521,2.682,-0.25,0
98.413,11.228,67.078,24.624,2.885,24.624,62.996,1.0,1.38,1
144.872,47.25,106.017,39.433,2.982,3.1,137.563,1.678,1.412,0
108.376,7.383,76.716,28.737,2.578,2.42,157.216,1.122,-0.092,0
127.513,79.671,87.915,3.298,2.747,3.298,91.691,1.624,-1.355,0
109.97,10.808,72.035,1.022,2.97,1.022,73.029,0.577,-1.363,1
134.709,0.037,97.88,129.414,1.676,2.126,267.876,1.444,0.999,1
106.46,64.084,84.997,59.999,2.509,4.306,177.519,3.234,-1.408,0
121.382,78.589,70.163,128.378,1.996,4.645,212.859,0.443,0.851,1
136.867,81.233,98.927,26.09,3.32,26.09,73.691,1.367,-1.288,0
156.565,47.521,103.972,0.382,3.283,0.382,89.12,1.28,-1.406,1
131.693,31.154,85.5,148.165,2.183,0.264,284.447,4.019,1.298,1
98.463,26.037,52.637,77.165,2.213,7.18,151.776,0.948,1.388,1
118.445,25.79,84.64,5.115,3.098,5.115,83.977,1.04,1.413,1
157.56,83.745,110.118,1.05,3.168,1.05,96.95,1.771,-1.35,1
112.406,56.109,142.44,105.65,2.177,68.675,547.096,0.307,-0.4,0
133.197,70.288,73.897,2.525,3.303,2.525,68.481,2.2,1.3,0
146.979,38.405,107.368,20.063,3.307,19.135,123.281,1.813,-1.41,1
91.319,81.358,75.1,9.289,2.514,9.289,76.585,2.261,-1.308,0
118.663,10.623,80.06,43.487,2.989,4.886,113.304,1.522,-0.675,1
104.639,6.407,72.555,1.173,3.029,1.173,73.472,0.616,-1.35,1
78.26,80.266,72.612,25.3,2.078,25.3,75.38,1.837,-1.166,0
261.762,66.726,207.967,3.715,3.987,3.715,90.547,1.38,-1.405,0
112.406,110.677,93.621,7.784,2.224,7.784,105.012,1.797,-1.353,1
122.811,22.08,92.873,21.276,3.307,21.276,50.49,1.139,-1.146,0
176.719,46.339,136.411,89.66,2.572,39.29,337.569,1.88,-0.13,0
106.343,23.154,75.459,0.948,3.435,0.948,56.046,1.107,-1.412,1
135.697,40.057,78.546,24.211,3.102,24.211,83.567,2.091,1.414,0
89.786,7.576,55.476,353.88,0.951,2.779,552.952,8.272,1.071,1
79.128,8.432,41.399,93.678,1.636,2.81,150.384,1.114,1.189,0
30.598,72.307,28.733,21.302,1.14,21.302,53.514,1.511,-0.928,0
127.346,15.028,76.518,61.562,2.383,4.665,141.338,0.5,1.338,1
98.005,19.45,49.378,175.128,1.152,63.118,424.743,0.935,1.403,0
128.298,59.01,82.377,27.835,3.582,27.835,58.835,1.75,-1.414,0
126.559,49.491,71.679,143.518,1.61,58.012,275.138,0.918,1.251,1
131.058,27.137,85.675,80.032,2.22,0.658,322.049,0.626,1.41,1
112.952,16.185,73.674,19.126,3.117,27.392,115.944,0.973,-1.409,1
126.045,3.094,85.721,23.051,3.243,23.051,76.915,0.567,1.334,1
94.94,47.139,67.456,36.824,3.05,34.567,280.176,1.796,1.414,0
43.025,52.319,37.935,26.318,1.331,26.318,60.596,0.853,-1.016,0
93.059,42.85,64.635,17.16,3.025,17.16,64.754,1.144,1.412,1
112.617,38.167,80.89,20.882,3.233,20.882,69.617,0.736,-1.413,1
74.286,37.962,57.998,24.31,3.106,24.31,58.03,1.102,1.414,0
78.582,35.419,61.216,2.142,2.712,2.142,62.683,1.077,-1.411,1
91.55,28.376,64.538,48.35,2.344,26.565,135.713,1.664,1.414,1
186.649,108.464,149.731,39.208,2.995,2.998,213.279,2.792,-1.23,0
114.126,10.669,81.391,62.706,2.163,6.944,155.976,0.438,1.395,0
93.139,20.85,53.712,59.412,2.662,23.427,91.396,1.284,1.375,0
99.52,19.719,68.261,61.822,2.35,25.163,121.835,1.044,1.233,0
92.426,75.673,64.932,34.725,2.265,2.494,102.588,1.276,-0.799,0
73.447,30.733,54.234,2.601,2.919,2.601,53.616,1.2,-1.411,0
143.314,9.081,87.436,29.199,2.678,29.237,471.783,0.684,-0.07,0
81.268,17.424,62.373,41.343,3.122,41.343,60.308,0.856,1.412,0
100.415,8.988,75.08,27.268,2.724,27.268,71.226,1.292,-0.606,0
112.406,70.753,11.216,4.354,0.466,4.354,47.696,1.245,-0.25,0
153.664,34.904,104.051,45.32,3.039,1.578,139.727,1.202,1.41,1
80.012,15.725,44.546,84.372,1.804,80.968,306.152,1.189,1.341,1
90.487,24.859,64.658,80.565,1.755,2.083,148.62,0.833,0.153,0
80.486,5.254,55.111,61.447,1.78,14.203,112.338,0.967,0.775,0
85.397,49.771,65.532,1.402,2.908,1.402,54.133,1.675,-1.377,0
74.55,82.719,57.943,93.279,1.339,10.737,311.048,1.586,0.063,0
118.327,41.729,94.25,67.095,1.977,25.012,167.362,1.112,-1.183,1
148.385,5.977,102.516,39.57,3.126,39.57,93.921,1.297,-1.058,1
84.03,77.384,59.429,1.642,2.487,1.642,67.777,2.231,-1.303,0
85.478,28.307,63.763,4.33,3.018,4.33,60.259,0.989,-1.413,0
112.406,60.344,49.549,25.712,2.419,25.712,50.915,1.211,-1.414,0
83.152,18.508,57.675,40.703,2.155,5.307,104.46,1.257,-0.371,0
100.003,25.364,58.33,104.741,1.764,27.091,203.299,1.142,1.364,0
112.406,97.509,46.851,19.72,1.661,19.72,57.347,1.676,-1.38,0
112.406,89.154,48.2,207.502,1.398,20.645,277.501,3.197,1.328,0
86.702,19.7,63.323,3.339,2.737,3.339,64.414,0.747,-1.389,0
124.924,30.945,99.029,95.948,1.791,3.86,212.539,1.548,0.571,0
112.406,82.613,108.129,45.678,2.943,19.808,112.905,0.656,-1.413,0
67.605,47.197,54.919,10.184,2.305,10.184,60.467,1.291,-1.357,0
32.445,90.387,30.4,33.137,0.819,33.137,79.468,1.823,-1.375,0
78.898,79.909,61.66,17.041,2.234,17.041,72.023,2.027,-1.073,0
139.536,112.065,122.777,85.281,2.508,14.829,223.085,3.095,-1.407,0
139.877,6.105,113.373,140.719,1.43,1.375,317.141,1.188,1.204,1
97.877,42.264,76.027,1.08,3.176,1.08,55.048,1.386,-1.391,1
81.69,7.771,54.565,98.097,1.413,31.952,192.692,0.973,1.229,0
112.406,81.433,80.689,3.313,2.651,3.313,66.958,1.841,-1.348,0
42.035,20.879,29.413,110.809,0.691,8.842,190.257,1.342,0.43,0
163.802,28.197,106.098,26.565,3.462,26.565,79.528,1.487,1.414,1
198.13,9.685,128.292,0.318,3.036,0.318,134.807,0.53,-1.347,0
139.004,107.317,76.999,26.227,2.577,26.227,85.921,3.236,-0.409,0
168.295,79.417,126.741,36.303,2.224,92.91,652.673,0.912,-1.306,0
112.406,69.247,48.025,4.276,1.957,4.276,59.84,1.691,-1.394,0
111.358,16.334,69.389,45.549,2.475,45.549,63.541,0.917,-0.003,0
112.406,90.982,54.008,20.53,1.839,20.53,71.298,1.88,-1.414,0
84.478,84.452,57.822,24.723,2.261,24.723,65.616,1.613,-1.104,0
76.099,14.86,56.525,3.332,3.082,3.332,55.021,0.91,-1.414,1
75.013,35.07,48.982,89.786,1.644,17.881,180.878,2.462,1.414,1
47.276,3.846,35.002,154.937,0.663,56.832,410.735,2.485,1.414,0
92.677,28.488,68.655,69.522,1.761,107.951,568.306,2.207,-0.527,0
112.406,85.326,58.7,3.031,2.021,3.031,71.278,1.835,-1.335,0
112.406,122.857,79.844,48.912,1.702,25.696,206.066,3.083,-0.253,0
102.882,3.647,49.655,141.564,1.391,24.748,228.238,0.756,1.097,0
111.367,6.337,78.603,23.053,2.687,23.053,84.533,0.522,-0.623,0
112.406,75.044,34.849,5.453,1.345,5.453,51.041,1.531,-1.407,0
88.5,69.505,74.856,5.913,2.341,5.913,81.999,1.344,-1.385,0
156.261,53.486,104.635,49.752,3.086,15.243,135.892,0.587,1.193,1
158.285,28.431,89.517,104.695,2.346,24.923,184.598,1.241,1.333,1
122.592,20.099,95.949,102.259,1.721,0.015,231.699,1.64,1.385,1
85.86,0.61,58.591,55.726,1.934,1.123,126.337,0.928,0.976,0
104.936,39.011,67.524,42.653,2.847,0.964,110.92,0.777,1.414,1
112.406,60.529,45.875,148.678,1.03,119.544,263.165,1.749,0.189,0
133.798,12.938,99.217,50.581,3.275,25.242,162.191,2.443,1.402,1
34.994,93.478,30.525,62.681,0.72,1.36,158.149,2.534,-0.642,0
73.093,97.578,60.759,20.638,1.957,24.443,125.095,2.536,-1.064,0
140.1,39.235,104.323,137.84,1.945,14.921,291.096,0.234,0.769,1
71.282,60.54,57.655,75.227,1.417,30.178,183.167,2.699,-0.849,0
147.033,90.109,86.585,12.768,3.06,13.543,200.272,2.771,-0.503,0
112.406,72.725,57.455,86.855,2.019,33.419,236.41,2.499,-1.011,0
137.081,56.894,114.071,77.598,1.881,1.831,197.859,0.632,-0.954,1
112.406,85.512,72.276,32.166,2.45,46.028,108.001,1.036,-1.383,0
125.684,9.871,54.302,215.502,1.356,3.66,290.877,1.216,1.168,1
153.254,40.397,117.135,10.197,3.593,10.197,70.034,0.909,-1.414,0
112.406,77.644,148.291,20.756,3.184,20.756,76.007,1.621,-1.387,0
112.406,80.27,52.283,0.48,1.828,0.48,51.748,1.578,-1.365,0
65.279,10.319,31.052,191.847,0.894,26.243,263.12,1.967,0.731,0
101.336,2.931,73.603,91.149,1.88,4.576,204.064,2.287,1.077,1
161.834,73.085,108.001,1.328,3.151,1.328,91.548,1.603,-1.385,0
97.481,28.08,62.46,67.725,1.9,25.76,169.083,1.007,-0.036,1
112.406,190.471,137.599,33.237,2.219,1.645,193.519,2.43,-1.112,0
152.354,65.474,80.782,49.24,3.038,49.24,86.8,2.556,1.414,0
163.171,3.885,114.217,41.709,2.59,3.112,153.716,0.797,0.757,1
113.133,12.75,62.24,113.854,1.886,34.035,138.926,1.201,0.598,1
107.629,30.137,68.365,49.483,2.859,2.606,281.923,0.887,1.41,1
69.759,0.852,48.761,74.343,1.62,26.987,106.192,1.636,1.131,0
113.709,6.506,72.191,46.515,2.277,46.515,77.563,0.664,0.658,1
112.406,167.053,112.969,78.182,2.77,62.424,224.2,1.73,-1.405,0
113.479,33.638,80.153,0.997,3.014,0.997,80.485,1.149,-1.409,1
136.022,61.369,93.122,173.948,1.824,1.392,379.816,0.24,1.114,0
89.512,27.82,52.891,57.299,2.559,2.404,107.62,1.38,1.402,0
112.406,62.704,59.99,2.013,2.004,2.013,70.739,0.989,-1.414,0
142.875,22.449,92.236,57.963,2.928,3.221,144.442,1.331,1.38,1
95.892,1.68,37.094,221.938,1.236,1.961,282.488,1.442,1.412,1
124.576,83.795,87.218,4.701,2.897,4.701,88.33,2.018,-1.278,0
109.8,14.728,66.348,120.818,1.786,31.32,171.083,1.903,1.241,0
74.788,14.814,48.705,88.399,1.643,5.334,201.23,1.709,1.313,0
112.406,144.062,248.081,40.227,3.444,10.635,175.533,2.103,-0.965,0
84.867,32.563,55.28,337.957,0.507,18.769,662.755,0.543,1.336,0
118.866,91.616,68.484,7.404,2.625,7.404,77.307,2.563,-1.155,0
169.551,99.105,93.607,0.736,3.19,0.736,94.422,2.3,-1.228,0
97.691,43.811,76.262,4.546,2.741,4.546,77.026,1.197,-1.403,1
52.644,61.645,45.084,10.45,1.803,10.45,57.52,1.096,-1.357,0
389.734,48.697,303.247,57.814,4.612,19.681,127.208,2.758,-1.134,0
112.406,96.495,65.836,3.064,1.898,3.064,82.884,1.549,-1.392,1
90.403,31.577,66.339,27.913,2.63,27.913,66.908,0.751,0.916,1
128.574,41.168,83.684,57.728,2.488,1.596,147.346,0.714,1.411,1
86.72,55.771,66.943,18.727,3.088,18.727,67.036,1.165,1.411,0
109.343,29.661,74.648,25.14,2.235,25.14,86.0,0.585,-0.997,0
112.406,75.953,52.984,19.549,1.893,19.549,60.095,1.508,-1.389,0
109.535,4.375,53.621,71.448,2.848,0.2,124.803,1.164,1.21,0
103.475,14.353,73.996,3.937,3.09,3.937,67.857,0.724,-1.408,1
119.804,25.032,80.499,1.528,3.728,1.528,47.669,1.28,-1.392,1
291.158,2.479,219.432,95.428,3.495,42.819,285.053,2.124,1.411,0
121.312,19.516,82.638,113.568,1.656,6.104,233.842,0.596,1.357,1
93.873,25.913,56.733,109.192,1.808,47.191,193.641,2.103,1.379,1
120.741,16.946,80.732,51.097,2.516,59.379,192.621,1.095,1.35,1
83.624,27.502,62.488,0.818,3.197,0.818,48.882,1.233,-1.407,1
112.406,95.439,74.996,27.053,1.78,27.053,82.477,1.492,-1.252,0
141.756,50.122,99.204,2.406,3.503,2.406,70.506,1.421,-1.391,0
42.041,47.14,32.762,45.759,1.141,1.944,102.634,1.882,-0.399,0
85.673,66.522,43.549,107.838,1.462,46.982,294.934,1.085,0.938,0
118.223,12.197,76.076,83.633,2.442,50.161,103.178,1.759,0.647,0
106.399,46.235,58.062,183.507,1.181,153.045,777.68,1.429,1.41,0
99.272,32.763,44.533,223.698,0.978,28.149,328.493,0.489,0.973,0
102.532,14.317,71.203,64.36,2.497,43.795,215.394,2.313,0.038,0
126.47,78.484,93.434,125.921,1.566,22.096,254.665,0.863,0.763,0
120.481,4.571,78.558,23.453,2.879,2.122,173.418,0.881,-0.159,0
112.406,161.692,379.879,18.712,2.894,18.712,384.121,1.18,-1.413,1
115.41,6.337,75.931,50.96,3.099,0.048,113.117,1.856,1.257,0
123.56,18.835,93.647,22.435,3.159,22.435,90.231,0.778,1.414,1
95.498,23.45,67.055,29.805,3.06,7.771,102.384,1.456,1.414,0
104.163,21.294,79.209,4.801,2.822,4.801,80.985,0.757,-1.385,0
85.832,26.637,51.169,3.137,3.001,3.137,51.332,1.109,-1.408,0
156.37,37.806,112.276,26.031,2.91,26.031,110.949,0.915,1.412,1
112.406,93.532,43.676,4.461,1.278,4.461,65.842,1.036,-1.399,0
101.455,87.53,79.011,79.786,1.607,45.088,171.652,1.171,-0.103,0
112.406,103.226,117.817,8.825,3.109,8.825,80.135,2.119,-1.296,0
207.173,19.335,144.672,2.123,4.716,2.123,48.308,1.211,-1.414,0
219.866,74.453,178.661,3.986,2.974,3.986,166.202,1.072,-1.414,0
61.713,62.441,56.24,1.512,2.283,1.512,56.467,1.564,-1.373,0
27.42,86.033,24.4,49.446,0.739,1.088,120.721,2.299,-0.348,0
129.799,91.609,81.054,5.074,2.88,5.074,77.676,2.491,-1.343,0
107.667,0.498,78.722,53.764,2.156,1.956,136.832,1.043,0.975,1
40.907,47.405,32.604,36.129,1.142,1.498,99.041,1.531,-1.369,0
106.226,71.1,98.261,5.608,2.774,34.91,94.895,1.141,-1.393,0
51.359,101.285,43.192,62.881,1.013,116.218,293.959,2.947,-0.223,0
94.587,53.736,71.086,22.18,3.136,65.205,116.815,1.275,-1.414,0
111.202,37.789,68.438,21.443,3.073,21.443,57.291,1.784,1.381,0
112.406,96.127,43.444,36.523,1.012,36.523,90.044,0.754,-1.14,0
109.392,95.982,88.275,26.913,2.587,13.923,143.369,2.702,-1.392,0
93.81,54.558,57.133,54.354,2.212,3.242,112.747,1.855,1.136,0
113.711,9.836,75.769,97.332,1.794,26.569,190.852,0.492,1.285,1
112.406,69.03,66.826,74.601,1.593,81.013,244.725,1.335,-0.571,1
132.995,19.576,74.491,43.623,2.995,23.954,194.425,0.716,1.397,1
131.471,5.653,64.525,174.564,1.43,6.502,285.533,0.807,0.908,1
144.882,88.474,87.45,23.143,2.745,23.143,80.784,2.269,-0.631,0
101.975,21.184,67.533,347.686,1.017,38.181,567.264,7.307,0.05,0
85.608,39.799,66.966,5.503,2.734,5.503,66.541,1.022,-1.407,1
123.062,37.472,91.427,22.567,2.971,22.567,75.885,1.472,1.03,1
148.152,76.999,93.817,6.479,2.903,6.479,98.176,1.748,-1.293,1
46.712,55.727,36.707,19.591,1.551,19.591,52.023,1.01,-1.191,0
112.406,65.731,149.193,24.107,3.424,24.107,81.172,0.57,-1.406,0
142.656,10.985,92.637,74.775,2.226,2.51,252.419,0.395,1.304,1
108.43,53.624,76.625,57.189,2.607,18.851,225.195,0.47,-1.0,0
59.997,48.664,51.131,2.384,2.145,2.384,58.086,1.03,-1.413,0
112.406,86.352,48.128,90.384,1.427,0.062,160.308,1.701,0.15,0
142.171,70.419,98.752,65.829,2.352,26.045,136.846,1.411,0.903,1
189.126,27.863,143.614,62.528,2.97,21.528,149.857,0.533,-0.388,0
138.617,16.641,99.777,2.285,2.921,2.285,101.699,0.699,-1.38,0
128.841,44.331,76.0,140.595,1.633,56.246,396.751,1.095,1.413,0
70.333,21.944,48.501,51.391,1.876,21.771,86.293,0.921,1.307,0
112.191,29.423,77.622,48.176,3.058,5.222,113.044,1.916,1.407,1
62.473,60.737,56.67,18.071,2.19,18.071,63.032,1.472,-1.407,0
111.078,124.975,103.407,115.72,1.745,29.273,256.484,4.159,-1.051,0
112.406,82.484,18.041,66.016,0.554,66.016,66.128,1.225,-0.164,0
99.548,55.28,74.631,35.798,2.292,0.321,117.664,0.955,-0.65,0
345.349,93.628,250.606,171.644,2.648,82.901,391.672,0.503,1.304,0
67.149,19.256,45.004,76.474,1.472,57.48,223.169,1.046,1.407,0
41.13,77.074,39.89,40.751,1.112,18.727,113.706,1.223,-0.252,0
222.142,90.261,189.201,2.94,2.792,2.94,190.068,1.008,-1.414,0
182.843,98.782,131.752,2.975,3.154,2.975,109.39,1.797,-1.335,0
117.481,4.99,76.067,89.121,2.028,3.826,159.013,0.759,0.822,1
112.406,85.614,83.971,62.045,2.852,4.17,115.722,1.424,-0.168,0
162.867,109.059,115.213,39.646,2.739,27.217,227.604,1.379,-0.05,0
165.391,0.434,101.537,12.728,3.071,12.728,104.817,0.418,1.066,1
116.958,54.721,76.991,4.601,3.278,4.601,62.504,1.709,-1.397,0
121.669,7.099,85.896,5.803,3.049,5.803,87.094,0.716,-1.382,1
79.937,53.193,59.867,16.209,2.524,18.36,153.969,2.198,-1.299,0
103.2,29.787,80.737,10.081,2.765,10.081,77.722,0.979,-1.413,1
232.676,119.604,123.819,25.197,3.433,25.197,102.311,2.623,-1.409,0
71.585,21.558,53.45,111.681,1.398,24.812,229.641,3.996,1.373,0
60.846,33.533,47.282,2.691,2.505,2.691,49.157,1.169,-1.409,0
105.316,41.098,79.622,90.095,1.872,16.511,183.129,0.329,-0.221,1
153.646,4.826,85.07,65.368,2.408,10.463,144.562,0.469,1.142,1
108.266,28.986,74.663,72.022,2.01,56.085,207.718,0.841,1.399,1
141.681,60.607,88.175,2.136,3.434,2.136,62.063,1.91,-1.362,0
149.291,10.413,98.661,136.862,1.744,27.796,281.674,0.395,1.261,1
100.344,12.414,64.585,96.525,1.678,64.643,213.791,0.41,1.347,0
74.526,63.847,60.415,88.931,1.42,6.064,191.648,3.001,-0.496,0
103.056,16.97,62.955,31.517,3.25,26.336,148.044,0.972,1.414,1
126.021,45.722,89.153,32.733,3.25,27.026,139.223,0.653,-1.41,1
101.243,58.204,53.697,169.495,1.173,64.141,440.333,1.943,1.259,0
119.047,8.203,84.196,5.37,3.085,5.37,82.294,0.653,-1.395,1
151.387,2.249,91.446,29.128,2.811,29.128,93.606,0.679,1.142,1
103.681,2.874,57.961,50.251,2.762,1.71,110.102,1.109,0.736,0
165.164,4.168,109.955,22.992,3.604,22.992,78.317,1.352,-1.414,0
163.285,100.654,84.422,29.813,2.875,29.813,100.055,3.259,-1.402,0
66.475,11.093,45.132,120.446,1.056,0.67,208.374,1.456,1.333,0
102.391,16.978,72.705,116.898,1.755,56.676,144.084,2.625,0.396,0
199.019,111.755,97.781,12.984,3.157,7.85,203.229,2.729,-1.404,0
84.829,25.52,63.751,0.317,2.782,0.317,64.379,0.864,-1.411,0
112.406,68.097,29.719,3.696,1.147,3.696,51.277,1.116,-1.411,0
109.869,24.828,78.946,5.038,3.385,5.038,64.677,1.075,1.414,0
112.406,90.795,60.279,22.541,2.806,22.541,63.942,2.147,-1.334,0
126.011,14.578,78.012,59.519,2.544,11.863,332.951,1.16,0.062,1
131.714,85.456,76.922,4.157,2.797,4.157,83.098,2.045,-1.275,0
142.872,60.241,94.628,2.011,3.169,2.011,83.958,1.523,-1.397,1
160.132,63.817,84.833,28.127,3.299,28.127,83.472,2.782,-1.414,0
112.406,76.257,47.859,4.764,1.97,4.764,61.011,2.035,-1.288,0
101.202,83.941,82.173,28.217,2.438,10.655,129.535,2.79,-1.328,0
75.004,41.192,53.068,25.038,2.558,25.038,55.143,1.267,1.205,0
112.406,90.853,52.28,50.609,2.072,35.38,210.966,1.015,-1.396,0
131.736,4.0,90.9,73.69,2.384,42.322,102.245,0.883,1.137,0
151.864,16.039,94.601,156.65,1.579,36.295,294.956,0.843,1.218,1
112.406,107.638,109.939,81.656,3.261,33.334,153.191,2.258,-1.414,0
126.778,56.798,76.714,63.1,2.516,1.271,143.395,0.691,1.337,1
88.03,16.559,42.394,112.441,1.539,107.752,229.448,0.891,0.611,0
91.683,48.932,70.567,22.439,2.291,9.224,90.692,1.209,-1.404,0
132.347,15.624,97.604,27.897,2.931,1.242,169.335,1.519,-1.388,1
80.511,68.111,55.035,84.609,1.774,6.925,213.223,1.317,0.921,0
